station,valid,lon,lat,metar,day,hour,min,wind_hdg,wind_vrb,wind_speed,wind_gust,wind_unit,wind_hdg_min,wind_hdg_max,vsby_dist,vsby_dir_dist_1,rvr_rwy_1,rvr_vis_1,rvr_rwy_2,rvr_vis_2,rvr_rwy_3,rvr_vis_3,rvr_rwy_4,rvr_vis_4,wx,skyc_1,skyl_1,skyx_1,skyc_2,skyl_2,skyx_2,skyc_3,skyl_3,skyc_4,skyl_4,vv,tmp,dwp,qnh,trend,unhandled,unknown
EHAM,2018-11-22 05:55,4.7902,52.3154,EHAM 220555Z 08009KT 7000 SCT010 OVC020 03/01 Q1019 BECMG BKN022,22,5,55,80,FALSE,9,,KT,,,7000,,,,,,,,,,EHAM,SCT,1000,,OVC,2000,,,,,,,3,1,1019,BECMG BKN022,,
EHAM,2018-11-22 06:25,4.7902,52.3154,EHAM 220625Z 08009KT 7000 FEW012 OVC021 03/01 Q1019 NOSIG,22,6,25,80,FALSE,9,,KT,,,7000,,,,,,,,,,EHAM NOSIG,FEW,1200,,OVC,2100,,,,,,,3,1,1019,,,
EHAM,2018-11-22 06:55,4.7902,52.3154,EHAM 220655Z 08009KT 050V110 7000 FEW012 OVC022 03/01 Q1020 NOSIG,22,6,55,80,FALSE,9,,KT,50,110,7000,,,,,,,,,,EHAM NOSIG,FEW,1200,,OVC,2200,,,,,,,3,1,1020,,,
EHAM,2018-11-22 07:25,4.7902,52.3154,EHAM 220725Z 08008KT 050V110 7000 OVC022 03/01 Q1020 NOSIG,22,7,25,80,FALSE,8,,KT,50,110,7000,,,,,,,,,,EHAM NOSIG,OVC,2200,,,,,,,,,,3,1,1020,,,
EHAM,2018-11-22 07:55,4.7902,52.3154,EHAM 220755Z 08008KT 7000 OVC022 03/01 Q1020 BECMG 9000,22,7,55,80,FALSE,8,,KT,,,7000,,,,,,,,,,EHAM,OVC,2200,,,,,,,,,,3,1,1020,BECMG 9000,,
EHAM,2018-11-22 08:25,4.7902,52.3154,EHAM 220825Z 07008KT 7000 OVC024 03/01 Q1020 BECMG 9000,22,8,25,70,FALSE,8,,KT,,,7000,,,,,,,,,,EHAM,OVC,2400,,,,,,,,,,3,1,1020,BECMG 9000,,
EHAM,2018-11-22 08:55,4.7902,52.3154,EHAM 220855Z 08008KT 7000 FEW025 OVC027 03/01 Q1020 BECMG 9000,22,8,55,80,FALSE,8,,KT,,,7000,,,,,,,,,,EHAM,FEW,2500,,OVC,2700,,,,,,,3,1,1020,BECMG 9000,,
EHAM,2018-11-22 09:25,4.7902,52.3154,EHAM 220925Z 08008KT 050V110 8000 SCT026 OVC030 03/01 Q1020 NOSIG,22,9,25,80,FALSE,8,,KT,50,110,8000,,,,,,,,,,EHAM NOSIG,SCT,2600,,OVC,3000,,,,,,,3,1,1020,,,
EHAM,2018-11-22 09:55,4.7902,52.3154,EHAM 220955Z 08008KT 8000 FEW010 BKN028 03/01 Q1020 NOSIG,22,9,55,80,FALSE,8,,KT,,,8000,,,,,,,,,,EHAM NOSIG,FEW,1000,,BKN,2800,,,,,,,3,1,1020,,,
EHAM,2018-11-22 10:25,4.7902,52.3154,EHAM 221025Z 09006KT 050V110 8000 FEW011 BKN028 04/01 Q1020 NOSIG,22,10,25,90,FALSE,6,,KT,50,110,8000,,,,,,,,,,EHAM NOSIG,FEW,1100,,BKN,2800,,,,,,,4,1,1020,,,
EHAM,2018-11-22 10:55,4.7902,52.3154,EHAM 221055Z 09008KT 060V120 8000 FEW011 OVC028 04/01 Q1020 NOSIG,22,10,55,90,FALSE,8,,KT,60,120,8000,,,,,,,,,,EHAM NOSIG,FEW,1100,,OVC,2800,,,,,,,4,1,1020,,,
EHAM,2018-11-22 11:25,4.7902,52.3154,EHAM 221125Z 09007KT 8000 FEW011 OVC028 04/01 Q1020 NOSIG,22,11,25,90,FALSE,7,,KT,,,8000,,,,,,,,,,EHAM NOSIG,FEW,1100,,OVC,2800,,,,,,,4,1,1020,,,
EHAM,2018-11-22 11:55,4.7902,52.3154,EHAM 221155Z 09008KT 060V120 8000 FEW012 OVC028 04/01 Q1019 NOSIG,22,11,55,90,FALSE,8,,KT,60,120,8000,,,,,,,,,,EHAM NOSIG,FEW,1200,,OVC,2800,,,,,,,4,1,1019,,,
EHAM,2018-11-22 12:25,4.7902,52.3154,EHAM 221225Z 09006KT 8000 OVC028 04/01 Q1019 NOSIG,22,12,25,90,FALSE,6,,KT,,,8000,,,,,,,,,,EHAM NOSIG,OVC,2800,,,,,,,,,,4,1,1019,,,
EHAM,2018-11-22 12:55,4.7902,52.3154,EHAM 221255Z 08006KT 050V110 8000 FEW012 OVC027 04/01 Q1019 NOSIG,22,12,55,80,FALSE,6,,KT,50,110,8000,,,,,,,,,,EHAM NOSIG,FEW,1200,,OVC,2700,,,,,,,4,1,1019,,,
EHAM,2018-11-22 13:25,4.7902,52.3154,EHAM 221325Z 08007KT 7000 FEW012 BKN026 04/01 Q1019 NOSIG,22,13,25,80,FALSE,7,,KT,,,7000,,,,,,,,,,EHAM NOSIG,FEW,1200,,BKN,2600,,,,,,,4,1,1019,,,
EHAM,2018-11-22 13:55,4.7902,52.3154,EHAM 221355Z 08007KT 040V110 9000 FEW013 OVC028 04/02 Q1019 NOSIG,22,13,55,80,FALSE,7,,KT,40,110,9000,,,,,,,,,,EHAM NOSIG,FEW,1300,,OVC,2800,,,,,,,4,2,1019,,,
EHAM,2018-11-22 14:25,4.7902,52.3154,EHAM 221425Z 08008KT 360V120 9000 FEW013 OVC027 04/02 Q1019 NOSIG,22,14,25,80,FALSE,8,,KT,360,120,9000,,,,,,,,,,EHAM NOSIG,FEW,1300,,OVC,2700,,,,,,,4,2,1019,,,
EHAM,2018-11-22 14:55,4.7902,52.3154,EHAM 221455Z 09008KT 060V120 8000 FEW013 OVC021 04/01 Q1019 NOSIG,22,14,55,90,FALSE,8,,KT,60,120,8000,,,,,,,,,,EHAM NOSIG,FEW,1300,,OVC,2100,,,,,,,4,1,1019,,,
EHAM,2018-11-22 15:25,4.7902,52.3154,EHAM 221525Z 08007KT 8000 OVC021 04/02 Q1019 NOSIG,22,15,25,80,FALSE,7,,KT,,,8000,,,,,,,,,,EHAM NOSIG,OVC,2100,,,,,,,,,,4,2,1019,,,
EHAM,2018-11-22 15:55,4.7902,52.3154,EHAM 221555Z 09006KT 050V110 8000 OVC020 04/01 Q1019 BECMG BKN018,22,15,55,90,FALSE,6,,KT,50,110,8000,,,,,,,,,,EHAM,OVC,2000,,,,,,,,,,4,1,1019,BECMG BKN018,,
EHAM,2018-11-22 16:25,4.7902,52.3154,EHAM 221625Z 07007KT 030V100 8000 OVC018 04/02 Q1019 NOSIG,22,16,25,70,FALSE,7,,KT,30,100,8000,,,,,,,,,,EHAM NOSIG,OVC,1800,,,,,,,,,,4,2,1019,,,
EHAM,2018-11-22 16:55,4.7902,52.3154,EHAM 221655Z 07008KT 040V110 9999 FEW012 OVC018 04/02 Q1019 NOSIG,22,16,55,70,FALSE,8,,KT,40,110,9999,,,,,,,,,,EHAM NOSIG,FEW,1200,,OVC,1800,,,,,,,4,2,1019,,,
EHAM,2018-11-22 17:25,4.7902,52.3154,EHAM 221725Z 08008KT 040V120 9999 FEW012 OVC017 04/02 Q1019 NOSIG,22,17,25,80,FALSE,8,,KT,40,120,9999,,,,,,,,,,EHAM NOSIG,FEW,1200,,OVC,1700,,,,,,,4,2,1019,,,
EHAM,2018-11-22 17:55,4.7902,52.3154,EHAM 221755Z 08007KT 9999 FEW012 OVC018 04/02 Q1019 NOSIG,22,17,55,80,FALSE,7,,KT,,,9999,,,,,,,,,,EHAM NOSIG,FEW,1200,,OVC,1800,,,,,,,4,2,1019,,,
EHAM,2018-11-22 18:25,4.7902,52.3154,EHAM 221825Z 09008KT 9999 OVC018 04/01 Q1019 NOSIG,22,18,25,90,FALSE,8,,KT,,,9999,,,,,,,,,,EHAM NOSIG,OVC,1800,,,,,,,,,,4,1,1019,,,
EHAM,2018-11-22 18:55,4.7902,52.3154,EHAM 221855Z 10007KT 9999 OVC017 04/01 Q1019 NOSIG,22,18,55,100,FALSE,7,,KT,,,9999,,,,,,,,,,EHAM NOSIG,OVC,1700,,,,,,,,,,4,1,1019,,,
EHAM,2018-11-22 19:25,4.7902,52.3154,EHAM 221925Z 10007KT 070V130 9999 OVC017 04/01 Q1019 NOSIG,22,19,25,100,FALSE,7,,KT,70,130,9999,,,,,,,,,,EHAM NOSIG,OVC,1700,,,,,,,,,,4,1,1019,,,
EHAM,2018-11-22 19:55,4.7902,52.3154,EHAM 221955Z 11006KT 9999 OVC017 04/01 Q1019 NOSIG,22,19,55,110,FALSE,6,,KT,,,9999,,,,,,,,,,EHAM NOSIG,OVC,1700,,,,,,,,,,4,1,1019,,,
EHAM,2018-11-22 20:25,4.7902,52.3154,EHAM 222025Z 11006KT 080V140 9999 OVC017 04/01 Q1019 NOSIG,22,20,25,110,FALSE,6,,KT,80,140,9999,,,,,,,,,,EHAM NOSIG,OVC,1700,,,,,,,,,,4,1,1019,,,
EHAM,2018-11-22 20:55,4.7902,52.3154,EHAM 222055Z 09005KT 9999 SCT017 OVC027 04/02 Q1019 NOSIG,22,20,55,90,FALSE,5,,KT,,,9999,,,,,,,,,,EHAM NOSIG,SCT,1700,,OVC,2700,,,,,,,4,2,1019,,,
EHAM,2018-11-22 21:25,4.7902,52.3154,EHAM 222125Z 06008KT 030V090 9999 FEW018 BKN029 04/01 Q1019 NOSIG,22,21,25,60,FALSE,8,,KT,30,90,9999,,,,,,,,,,EHAM NOSIG,FEW,1800,,BKN,2900,,,,,,,4,1,1019,,,
EHAM,2018-11-22 21:55,4.7902,52.3154,EHAM 222155Z 10003KT 9000 FEW020 BKN032 03/01 Q1019 BECMG 6000,22,21,55,100,FALSE,3,,KT,,,9000,,,,,,,,,,EHAM,FEW,2000,,BKN,3200,,,,,,,3,1,1019,BECMG 6000,,
EHAM,2018-11-22 22:25,4.7902,52.3154,EHAM 222225Z 08004KT 9000 BKN031 02/01 Q1019 BECMG 6000,22,22,25,80,FALSE,4,,KT,,,9000,,,,,,,,,,EHAM,BKN,3100,,,,,,,,,,2,1,1019,BECMG 6000,,
EHAM,2018-11-22 22:55,4.7902,52.3154,EHAM 222255Z 08005KT 9000 BKN031 02/01 Q1019 BECMG 6000,22,22,55,80,FALSE,5,,KT,,,9000,,,,,,,,,,EHAM,BKN,3100,,,,,,,,,,2,1,1019,BECMG 6000,,
EHAM,2018-11-22 23:25,4.7902,52.3154,EHAM 222325Z 08004KT 9000 BKN031 02/01 Q1019 BECMG 6000,22,23,25,80,FALSE,4,,KT,,,9000,,,,,,,,,,EHAM,BKN,3100,,,,,,,,,,2,1,1019,BECMG 6000,,
EHAM,2018-11-22 23:55,4.7902,52.3154,EHAM 222355Z 08004KT 9000 BKN030 01/M00 Q1019 BECMG 6000,22,23,55,80,FALSE,4,,KT,,,9000,,,,,,,,,,EHAM,BKN,3000,,,,,,,,,,1,0,1019,BECMG 6000,,
EHAM,2018-11-23 00:25,4.7902,52.3154,EHAM 230025Z 09005KT 9000 BKN028 03/01 Q1019 BECMG 6000,23,0,25,90,FALSE,5,,KT,,,9000,,,,,,,,,,EHAM,BKN,2800,,,,,,,,,,3,1,1019,BECMG 6000,,
EHAM,2018-11-23 00:55,4.7902,52.3154,EHAM 230055Z 09005KT 9999 BKN028 02/01 Q1019 NOSIG,23,0,55,90,FALSE,5,,KT,,,9999,,,,,,,,,,EHAM NOSIG,BKN,2800,,,,,,,,,,2,1,1019,,,
EHAM,2018-11-23 01:25,4.7902,52.3154,EHAM 230125Z 09005KT 9999 BKN028 02/01 Q1019 NOSIG,23,1,25,90,FALSE,5,,KT,,,9999,,,,,,,,,,EHAM NOSIG,BKN,2800,,,,,,,,,,2,1,1019,,,
EHAM,2018-11-23 01:55,4.7902,52.3154,EHAM 230155Z 10005KT 9999 BKN026 02/01 Q1019 NOSIG,23,1,55,100,FALSE,5,,KT,,,9999,,,,,,,,,,EHAM NOSIG,BKN,2600,,,,,,,,,,2,1,1019,,,
EHAM,2018-11-23 02:25,4.7902,52.3154,EHAM 230225Z 09004KT 9000 BKN026 01/00 Q1019 NOSIG,23,2,25,90,FALSE,4,,KT,,,9000,,,,,,,,,,EHAM NOSIG,BKN,2600,,,,,,,,,,1,0,1019,,,
EHAM,2018-11-23 02:55,4.7902,52.3154,EHAM 230255Z 09004KT 9000 FEW026 BKN041 02/01 Q1019 NOSIG,23,2,55,90,FALSE,4,,KT,,,9000,,,,,,,,,,EHAM NOSIG,FEW,2600,,BKN,4100,,,,,,,2,1,1019,,,
EHAM,2018-11-23 03:25,4.7902,52.3154,EHAM 230325Z 10005KT 070V130 9000 FEW026 BKN041 02/01 Q1018 NOSIG,23,3,25,100,FALSE,5,,KT,70,130,9000,,,,,,,,,,EHAM NOSIG,FEW,2600,,BKN,4100,,,,,,,2,1,1018,,,
EHAM,2018-11-23 03:55,4.7902,52.3154,EHAM 230355Z 11006KT 080V140 9000 BKN047 02/01 Q1018 NOSIG,23,3,55,110,FALSE,6,,KT,80,140,9000,,,,,,,,,,EHAM NOSIG,BKN,4700,,,,,,,,,,2,1,1018,,,
EHAM,2018-11-23 04:25,4.7902,52.3154,EHAM 230425Z 12008KT 090V150 9000 BKN047 02/01 Q1018 NOSIG,23,4,25,120,FALSE,8,,KT,90,150,9000,,,,,,,,,,EHAM NOSIG,BKN,4700,,,,,,,,,,2,1,1018,,,
EHAM,2018-11-23 04:55,4.7902,52.3154,EHAM 230455Z 12005KT 9000 NSC 02/01 Q1018 NOSIG,23,4,55,120,FALSE,5,,KT,,,9000,,,,,,,,,,EHAM NOSIG,NSC,,,,,,,,,,,2,1,1018,,,
EHAM,2018-11-23 05:25,4.7902,52.3154,EHAM 230525Z 10004KT 8000 NSC 02/01 Q1018 NOSIG,23,5,25,100,FALSE,4,,KT,,,8000,,,,,,,,,,EHAM NOSIG,NSC,,,,,,,,,,,2,1,1018,,,
EHAM,2018-11-23 05:55,4.7902,52.3154,EHAM 230555Z 10007KT 8000 SCT036 02/01 Q1018 BECMG 7000,23,5,55,100,FALSE,7,,KT,,,8000,,,,,,,,,,EHAM,SCT,3600,,,,,,,,,,2,1,1018,BECMG 7000,,
EHAM,2018-11-23 06:25,4.7902,52.3154,EHAM 230625Z 11005KT 080V140 8000 BKN037 02/00 Q1018 BECMG 7000,23,6,25,110,FALSE,5,,KT,80,140,8000,,,,,,,,,,EHAM,BKN,3700,,,,,,,,,,2,0,1018,BECMG 7000,,
EHAM,2018-11-23 06:55,4.7902,52.3154,EHAM 230655Z 10004KT 070V140 7000 BKN037 02/01 Q1018 NOSIG,23,6,55,100,FALSE,4,,KT,70,140,7000,,,,,,,,,,EHAM NOSIG,BKN,3700,,,,,,,,,,2,1,1018,,,
EHAM,2018-11-23 07:25,4.7902,52.3154,EHAM 230725Z 11006KT 7000 FEW035 01/00 Q1018 NOSIG,23,7,25,110,FALSE,6,,KT,,,7000,,,,,,,,,,EHAM NOSIG,FEW,3500,,,,,,,,,,1,0,1018,,,
EHAM,2018-11-23 07:55,4.7902,52.3154,EHAM 230755Z 11005KT 080V140 7000 NSC 01/00 Q1018 BECMG 9000,23,7,55,110,FALSE,5,,KT,80,140,7000,,,,,,,,,,EHAM,NSC,,,,,,,,,,,1,0,1018,BECMG 9000,,
EHAM,2018-11-23 08:25,4.7902,52.3154,EHAM 230825Z 08007KT 7000 NSC 02/00 Q1018 BECMG 9000,23,8,25,80,FALSE,7,,KT,,,7000,,,,,,,,,,EHAM,NSC,,,,,,,,,,,2,0,1018,BECMG 9000,,
EHAM,2018-11-23 08:55,4.7902,52.3154,EHAM 230855Z 11004KT 080V140 8000 NSC 02/01 Q1018 NOSIG,23,8,55,110,FALSE,4,,KT,80,140,8000,,,,,,,,,,EHAM NOSIG,NSC,,,,,,,,,,,2,1,1018,,,
EHAM,2018-11-23 09:25,4.7902,52.3154,EHAM 230925Z 08006KT 8000 NSC 03/01 Q1018 NOSIG,23,9,25,80,FALSE,6,,KT,,,8000,,,,,,,,,,EHAM NOSIG,NSC,,,,,,,,,,,3,1,1018,,,
EHAM,2018-11-23 09:55,4.7902,52.3154,EHAM 230955Z 10005KT 8000 NSC 03/01 Q1018 NOSIG,23,9,55,100,FALSE,5,,KT,,,8000,,,,,,,,,,EHAM NOSIG,NSC,,,,,,,,,,,3,1,1018,,,
EHAM,2018-11-23 10:25,4.7902,52.3154,EHAM 231025Z 09006KT 9000 NSC 04/02 Q1018 NOSIG,23,10,25,90,FALSE,6,,KT,,,9000,,,,,,,,,,EHAM NOSIG,NSC,,,,,,,,,,,4,2,1018,,,
EHAM,2018-11-23 10:55,4.7902,52.3154,EHAM 231055Z 11005KT 9000 NSC 04/02 Q1018 NOSIG,23,10,55,110,FALSE,5,,KT,,,9000,,,,,,,,,,EHAM NOSIG,NSC,,,,,,,,,,,4,2,1018,,,
EHAM,2018-11-23 11:25,4.7902,52.3154,EHAM 231125Z 12005KT 9000 NSC 05/02 Q1017 NOSIG,23,11,25,120,FALSE,5,,KT,,,9000,,,,,,,,,,EHAM NOSIG,NSC,,,,,,,,,,,5,2,1017,,,
EHAM,2018-11-23 11:55,4.7902,52.3154,EHAM 231155Z 09004KT 050V130 CAVOK 05/02 Q1017 NOSIG,23,11,55,90,FALSE,4,,KT,50,130,,,,,,,,,,,EHAM NOSIG,CAVOK,,,,,,,,,,,5,2,1017,,,
EHAM,2018-11-23 12:25,4.7902,52.3154,EHAM 231225Z 07006KT 040V100 CAVOK 05/02 Q1017 NOSIG,23,12,25,70,FALSE,6,,KT,40,100,,,,,,,,,,,EHAM NOSIG,CAVOK,,,,,,,,,,,5,2,1017,,,
EHAM,2018-11-23 12:55,4.7902,52.3154,EHAM 231255Z 07006KT CAVOK 06/03 Q1016 NOSIG,23,12,55,70,FALSE,6,,KT,,,,,,,,,,,,,EHAM NOSIG,CAVOK,,,,,,,,,,,6,3,1016,,,
EHAM,2018-11-23 13:25,4.7902,52.3154,EHAM 231325Z 07007KT CAVOK 06/03 Q1016 NOSIG,23,13,25,70,FALSE,7,,KT,,,,,,,,,,,,,EHAM NOSIG,CAVOK,,,,,,,,,,,6,3,1016,,,
EHAM,2018-11-23 16:25,4.7902,52.3154,EHAM 231625Z 06006KT CAVOK 05/03 Q1015 NOSIG,23,16,25,60,FALSE,6,,KT,,,,,,,,,,,,,EHAM NOSIG,CAVOK,,,,,,,,,,,5,3,1015,,,
EHAM,2018-11-23 18:25,4.7902,52.3154,EHAM 231825Z 07007KT CAVOK 05/03 Q1015 NOSIG,23,18,25,70,FALSE,7,,KT,,,,,,,,,,,,,EHAM NOSIG,CAVOK,,,,,,,,,,,5,3,1015,,,
EHAM,2018-11-23 18:55,4.7902,52.3154,EHAM 231855Z 07007KT CAVOK 05/03 Q1015 NOSIG,23,18,55,70,FALSE,7,,KT,,,,,,,,,,,,,EHAM NOSIG,CAVOK,,,,,,,,,,,5,3,1015,,,
EHAM,2018-11-23 19:25,4.7902,52.3154,EHAM 231925Z 07008KT CAVOK 04/02 Q1014 NOSIG,23,19,25,70,FALSE,8,,KT,,,,,,,,,,,,,EHAM NOSIG,CAVOK,,,,,,,,,,,4,2,1014,,,
EHAM,2018-11-23 19:55,4.7902,52.3154,EHAM 231955Z 08004KT CAVOK 04/02 Q1014 NOSIG,23,19,55,80,FALSE,4,,KT,,,,,,,,,,,,,EHAM NOSIG,CAVOK,,,,,,,,,,,4,2,1014,,,
EHAM,2018-11-23 20:25,4.7902,52.3154,EHAM 232025Z 05005KT CAVOK 03/02 Q1014 NOSIG,23,20,25,50,FALSE,5,,KT,,,,,,,,,,,,,EHAM NOSIG,CAVOK,,,,,,,,,,,3,2,1014,,,
EHAM,2018-11-23 20:55,4.7902,52.3154,EHAM 232055Z 05006KT CAVOK 04/02 Q1014 BECMG 7000,23,20,55,50,FALSE,6,,KT,,,,,,,,,,,,,EHAM,CAVOK,,,,,,,,,,,4,2,1014,BECMG 7000,,
EHAM,2018-11-23 21:25,4.7902,52.3154,EHAM 232125Z 06008KT 9000 NSC 04/02 Q1013 BECMG 7000,23,21,25,60,FALSE,8,,KT,,,9000,,,,,,,,,,EHAM,NSC,,,,,,,,,,,4,2,1013,BECMG 7000,,
EHAM,2018-11-23 21:55,4.7902,52.3154,EHAM 232155Z 06007KT 8000 NSC 03/02 Q1013 BECMG 5000 BR,23,21,55,60,FALSE,7,,KT,,,8000,,,,,,,,,,EHAM,NSC,,,,,,,,,,,3,2,1013,BECMG 5000 BR,,
EHAM,2018-11-23 22:25,4.7902,52.3154,EHAM 232225Z 06007KT 8000 NSC 03/02 Q1013 BECMG 5000 BR,23,22,25,60,FALSE,7,,KT,,,8000,,,,,,,,,,EHAM,NSC,,,,,,,,,,,3,2,1013,BECMG 5000 BR,,
EHAM,2018-11-23 22:55,4.7902,52.3154,EHAM 232255Z 07007KT 7000 NSC 03/02 Q1013 BECMG 5000 BR,23,22,55,70,FALSE,7,,KT,,,7000,,,,,,,,,,EHAM,NSC,,,,,,,,,,,3,2,1013,BECMG 5000 BR,,
EHAM,2018-11-23 23:25,4.7902,52.3154,EHAM 232325Z 06006KT 7000 NSC 03/02 Q1013 BECMG 4500 BR,23,23,25,60,FALSE,6,,KT,,,7000,,,,,,,,,,EHAM,NSC,,,,,,,,,,,3,2,1013,BECMG 4500 BR,,
EHAM,2018-11-23 23:55,4.7902,52.3154,EHAM 232355Z 06008KT 7000 NSC 02/01 Q1013 BECMG 4500 BR BKN003,23,23,55,60,FALSE,8,,KT,,,7000,,,,,,,,,,EHAM,NSC,,,,,,,,,,,2,1,1013,BECMG 4500 BR BKN003,,
EHAM,2018-11-24 00:25,4.7902,52.3154,EHAM 240025Z 06007KT 6000 NSC 02/01 Q1013 BECMG 4500 BR BKN003,24,0,25,60,FALSE,7,,KT,,,6000,,,,,,,,,,EHAM,NSC,,,,,,,,,,,2,1,1013,BECMG 4500 BR BKN003,,
EHAM,2018-11-24 00:55,4.7902,52.3154,EHAM 240055Z 05008KT 5000 BR NSC 02/02 Q1012 BECMG 2500 BKN003,24,0,55,50,FALSE,8,,KT,,,5000,,,,,,,,,,EHAM BR,NSC,,,,,,,,,,,2,2,1012,BECMG 2500 BKN003,,
EHAM,2018-11-24 01:25,4.7902,52.3154,EHAM 240125Z 06009KT 5000 BR NSC 02/01 Q1012 BECMG 2500 BKN003,24,1,25,60,FALSE,9,,KT,,,5000,,,,,,,,,,EHAM BR,NSC,,,,,,,,,,,2,1,1012,BECMG 2500 BKN003,,
EHAM,2018-11-24 01:55,4.7902,52.3154,EHAM 240155Z 06009KT 030V090 3500 BR FEW003 02/01 Q1012 BECMG 1500 BKN001,24,1,55,60,FALSE,9,,KT,30,90,3500,,,,,,,,,,EHAM BR,FEW,300,,,,,,,,,,2,1,1012,BECMG 1500 BKN001,,
EHAM,2018-11-24 02:25,4.7902,52.3154,EHAM 240225Z 05010KT 020V080 1200 0800NE R18C/P2000N R27/P2000N R18R/P2000N R06/P2000N PRFG BR FEW001 BKN002 02/02 Q1012 BECMG 0500 FG OVC001,24,2,25,50,FALSE,10,,KT,20,80,1200,800,18C,2000,27,2000,18R,2000,06,2000,EHAM PRFG BR,FEW,100,,BKN,200,,,,,,,2,2,1012,BECMG 0500 FG OVC001,,
EHAM,2018-11-24 02:55,4.7902,52.3154,EHAM 240255Z 05013KT 1200 0800NE R18C/1800D R27/1800N R18R/1200D R06/P2000N PRFG BR SCT001 BKN002 02/02 Q1011 BECMG 0500 FG OVC001,24,2,55,50,FALSE,13,,KT,,,1200,800,18C,1800,27,1800,18R,1200,06,2000,EHAM PRFG BR,SCT,100,,BKN,200,,,,,,,2,2,1011,BECMG 0500 FG OVC001,,
EHAM,2018-11-24 03:25,4.7902,52.3154,EHAM 240325Z 06012KT 1000 0600N R18C/1500D R27/1500N R18R/1000N R06/1700D PRFG BR BKN001 OVC002 02/02 Q1011 BECMG 0800 FG,24,3,25,60,FALSE,12,,KT,,,1000,600,18C,1500,27,1500,18R,1000,06,1700,EHAM PRFG BR,BKN,100,,OVC,200,,,,,,,2,2,1011,BECMG 0800 FG,,
EHAM,2018-11-24 03:55,4.7902,52.3154,EHAM 240355Z 06012KT 0800 R18C/1600D R27/1500U R18R/1000N R06/1000N FG BKN001 OVC002 02/02 Q1011 TEMPO 1200 BCFG,24,3,55,60,FALSE,12,,KT,,,800,,18C,1600,27,1500,18R,1000,06,1000,EHAM FG,BKN,100,,OVC,200,,,,,,,2,2,1011,TEMPO 1200 BCFG,,
EHAM,2018-11-24 04:25,4.7902,52.3154,EHAM 240425Z 05011KT 020V090 1100 0700N R18C/P2000U R27/1600N R18R/1000U R06/1700N BCFG BKN001 OVC002 02/02 Q1011 TEMPO 0700 FG,24,4,25,50,FALSE,11,,KT,20,90,1100,700,18C,2000,27,1600,18R,1000,06,1700,EHAM BCFG,BKN,100,,OVC,200,,,,,,,2,2,1011,TEMPO 0700 FG,,
EHAM,2018-11-24 04:55,4.7902,52.3154,EHAM 240455Z 05012KT 020V080 1100 0700N R18C/1700N R27/1400U R18R/1200N R06/1700D BCFG BKN001 OVC002 02/02 Q1011 TEMPO 0700 FG,24,4,55,50,FALSE,12,,KT,20,80,1100,700,18C,1700,27,1400,18R,1200,06,1700,EHAM BCFG,BKN,100,,OVC,200,,,,,,,2,2,1011,TEMPO 0700 FG,,
EHAM,2018-11-24 05:25,4.7902,52.3154,EHAM 240525Z 05014KT 1100 0700N R18C/P2000N R27/1600N R18R/1000U R06/P2000N BCFG BKN001 OVC002 02/02 Q1011 TEMPO 0700 FG,24,5,25,50,FALSE,14,,KT,,,1100,700,18C,2000,27,1600,18R,1000,06,2000,EHAM BCFG,BKN,100,,OVC,200,,,,,,,2,2,1011,TEMPO 0700 FG,,
EHAM,2018-11-24 05:55,4.7902,52.3154,EHAM 240555Z 06011KT 030V090 1300 0800N R18C/P2000N R27/1800N R18R/1200N R06/P2000N BCFG BKN001 OVC002 02/02 Q1011 TEMPO 0700 FG,24,5,55,60,FALSE,11,,KT,30,90,1300,800,18C,2000,27,1800,18R,1200,06,2000,EHAM BCFG,BKN,100,,OVC,200,,,,,,,2,2,1011,TEMPO 0700 FG,,
EHAM,2018-11-24 06:25,4.7902,52.3154,EHAM 240625Z 07013KT 1700 0800N R18C/P2000U R27/P2000N R18R/1200N R06/1900N BCFG SCT001 OVC002 02/02 Q1011 TEMPO 0700 BKN001,24,6,25,70,FALSE,13,,KT,,,1700,800,18C,2000,27,2000,18R,1200,06,1900,EHAM BCFG,SCT,100,,OVC,200,,,,,,,2,2,1011,TEMPO 0700 BKN001,,
EHAM,2018-11-24 06:55,4.7902,52.3154,EHAM 240655Z 06009KT 030V100 1000 R18C/P2000N R27/1400D R18R/1500U R06/P2000N BCFG BR SCT001 OVC002 02/02 Q1011 NOSIG,24,6,55,60,FALSE,9,,KT,30,100,1000,,18C,2000,27,1400,18R,1500,06,2000,EHAM BCFG BR NOSIG,SCT,100,,OVC,200,,,,,,,2,2,1011,,,
EHAM,2018-11-24 07:25,4.7902,52.3154,EHAM 240725Z 06010KT 030V090 1000 R18C/P2000U R27/1600U R18R/1700D R06/P2000N BCFG BR SCT001 OVC002 02/02 Q1011 NOSIG,24,7,25,60,FALSE,10,,KT,30,90,1000,,18C,2000,27,1600,18R,1700,06,2000,EHAM BCFG BR NOSIG,SCT,100,,OVC,200,,,,,,,2,2,1011,,,
